品名, 價格
' 【Lovita愛維他】高單位維生素D3 400IU(60顆/瓶)', '$480'
' 【孕哺兒】小維他營養嚼錠150粒/瓶', '$499'
' 【孕哺兒】媽媽葉酸 口嚼錠60錠', '$499'
' 【BioJoy百喬】法國天然綜合B群（60錠/瓶；一個月份）', '$408'
' 【BLACKMORES 澳佳寶】(新升級)孕寶多 綜合維生素及礦物質配方(60顆/瓶)', '$899'
' 【BLACKMORES 澳佳寶】(新升級)孕寶多 綜合維生素及礦物質配方(180顆/瓶)', '$1611'
' 美國原裝進口【營養生活】美加長效型維他命B+C錠90顆/瓶(含玫瑰果)', '$563'
' 美國原裝進口【營養生活】甘好康軟膠囊90顆(鹿肝+胺基酸+B群+卵磷脂) ', '$960'
' 美國原裝進口【營養生活】營養生活維他命C1000(90錠/瓶)', '$675'
' 美國原裝進口【營養生活】長青維他命錠90顆/瓶', '$585'
' 美國原裝進口【營養生活】維他命E軟膠囊 400IU (90顆/瓶)', '$450'
' 【常春藤】海藻孕婦鈣30錠/盒', '$300'
' 【消費高手】好幸福正龜鹿双膠原16塊/盒', '$3582'
' 【日本味王】 IQ鈣牛奶口嚼錠 (32粒/包)', '$49'
' 【日本味王】IQ鈣牛奶口嚼錠(120粒/瓶)', '$199'
' 【挺立】鈣迷你錠150錠/盒', '$899'
' 【愛司盟】液體鈣軟膠囊 330粒/瓶', '$1200'
' 美國原裝進口【營養生活】檸檬酸鈣膠原加強錠90粒/瓶', '$675'
' 【順天本草】帝璽活力膠囊 (120顆/瓶) -病後補養 營養品 龜鹿精華', '$3000'
' 【孕哺兒】日本東洋貝鈣嚼錠420粒/罐', '$780'
' 【永信 HAC】檸檬酸鈣錠120錠/瓶 (全素可食)', '$760'
' 【台灣海洋 Taiwan Yes】專利鈣鎂錠90錠 (升級版) ', '$599'
' 【AACA 】藤田鈣液劑 750ml*3瓶(買2送1)', '$2800'
' 【科達製藥】股立補(90粒/盒)-國家健康食品認證', '$1800'
' 【Novartis諾華】諾鈣C 維他命C+鈣發泡錠20粒(橘子口味) 20粒/盒', '$320'
' 【永信 HAC】穩固鈣粉(30包/盒)', '$665'
' 【恩能康見】幼兒海藻鈣錠120錠x4瓶(買3送1)', '$3600'
' 【恩能康見】幼兒海藻鈣錠(120錠/瓶)', '$1200'
' 【孕哺兒】日本天然珊瑚鈣(120粒/罐)', '$880'
' 【孕哺兒】寶貝真珠粉膠囊(60粒/罐)珍珠粉孕婦鈣', '$1580'
' 【BioJoy百喬】關健_BioCell 二型膠原複合錠(60錠/瓶)', '$699'
' 【娘家】娘家胎盤粉15入/盒- 助眠煥采新配方(日本原裝)', '$1380'
' 【常春藤】輔關錠PLUS 60粒/盒(UC-Ⅱ專利非變性二型膠原蛋白)', '$1980'
' 【消費高手】好關鍵30粒x3盒', '$5780'
' 【挺立】UC-II關鍵迷你錠(30錠/盒)-祼瓶優惠 不可退換', '$859'
' 【挺立】UC-II關鍵迷你錠(30錠/盒)', '$879'
' 【甘味人生】鍵力膠原(15包/盒)', '$1480'
' 【甘味人生】鍵力膠原(15包/盒)X5盒', '$5980'
' 【甘味人生】鍵力膠原(15包/盒) x2盒', '$2780'
' 【BioJoy百喬】濃潤机因_高濃度吃的玻尿酸x日本導水乳酸菌(15包/盒)', '$550'
' 【丹沛】高麗紅蔘紅寶飲50mlx10包/盒(韓國女神美麗活力秘密)', '$815'
' 美國原裝進口【營養生活】乳油木果軟膠囊60顆/瓶(素食可食)', '$495'
' 美國原裝進口【營養生活】檸檬酸鈣膠原加強錠90粒/瓶', '$675'
' 美國原裝進口【營養生活】膠原蛋白錠90顆/瓶', '$495'
' 【順天本草】帝璽活力膠囊 (120顆/瓶) -病後補養 營養品 龜鹿精華', '$3000'
' 【永信 HAC】美妍膠原粉(30包/盒)', '$1140'
' 【永信 HAC】葡萄糖胺MSM錠120錠/瓶(美國MSM+非變性膠原蛋白)', '$1235'
' 【台灣海洋 Taiwan Yes】 膠原葡萄糖胺錠90錠', '$850'
' 【消費高手】好關鍵(30粒/盒)', '$2052'
' 美國原裝進口【營養生活】大蒜油軟膠囊90顆/瓶', '$435'
' 【BLACKMORES 澳佳寶】大蒜精膠囊 (90顆裝/瓶)', '$480'
' 【常春藤】天然破壁藍藻(240錠/罐)', '$1200'
' 【綠寶】鋅綠藻片(專利高消化率處理)700錠/瓶', '$825'
' 【綠寶】綠藻片(小球藻) 免疫調節 健康食品360粒', '$470'
' 【純萃生技】南極冰鑽磷蝦油60顆▪挪威進口▪', '$3280'
' 【夏威夷海紅寶】蝦紅素 (60粒/瓶)', '$1200'
' 【常春藤】好世界3.0膠囊60顆/瓶(含專利FloraGLO  葉黃素)', '$1800'
' 【KGCHECK凱綺萃】甦玲精萃 3.0(配方新升級)80顆/盒-青春 4合1 葡萄籽OPC、專利葉黃素、五味子、紅石榴、鈣等', '$1380'
' 【娘家】明亮優適益生菌(2gx30包/盒)', '$1280'
' 【白蘭氏】黑醋栗+金盞花葉黃素精華飲(60mlx6瓶/盒)', '$349'
' 【恩能康見】幼兒葉黃素粉2gx60包/盒(美國原廠FloraGLO 葉黃素)', '$3600'
' 【恩能康見】幼兒葉黃素粉2gx60包/盒(美國原廠FloraGLO 葉黃素)', '$1200'
' 【善存】游離型葉黃素軟膠囊20mg(60粒/瓶)', '$799'
' 【善存】游離型葉黃素軟膠囊20mg(60粒/瓶)-祼瓶優惠 不可退換', '$779'
' 【BLACKMORES 澳佳寶】晶采金盞花葉黃素(60顆/瓶)', '$795'
' 【BLACKMORES 澳佳寶】葡萄籽OPC(30錠)', '$506'
' 【BioJoy百喬】黑晶華_黑豆精華x葉黃素晶亮膠囊(60顆/瓶)', '$1048'
' 【丹沛】高麗紅蔘藍寶飲50mlx10包/盒(韓國OL青春美麗的秘密)', '$850'
' 【消費高手】好晶明60粒x2盒/組', '$2235'
' 【消費高手】好晶明(60粒/盒)', '$1267'
' 美國原裝進口【營養生活】輔酵素Q10軟膠囊60顆/瓶', '$638'
' 美國原裝進口【營養生活】明遠錠(葉黃素+山桑子+決明子+枸杞等) ', '$699'
' 【三多】金盞花萃取物(含葉黃素)複方軟膠囊100粒/盒', '$718'
' 【純萃生技】南極冰鑽磷蝦油60顆▪挪威進口▪', '$3280'
' 【孕哺兒】卵磷脂燕窩多機能細末(4g*60包/盒)', '$1500'
""" 【常春藤】好孕氣DHA軟膠囊/藻油60粒/盒(美國專利life'S DHA+ARA）"", '$1100'"
' 【純萃生技】南極冰鑽磷蝦油30顆▪挪威進口▪', '$2280'
' 【愛司盟】南極磷蝦油軟膠囊 60顆/瓶', '$1250'
' 【孕哺兒】高單位微藻DHA 軟膠囊/藻油90顆', '$3800'
' 美國原裝進口【營養生活】新精純魚油軟膠囊60顆/瓶', '$495'
' 美國原裝進口【營養生活】大豆卵磷脂軟膠囊1200mg(90顆/瓶)', '$520'
' 【孕哺兒】資優A+特惠組-高單位微藻DHA軟膠囊(30粒)+送磷脂質PS+葉黃素(30粒)', '$1580'
' 【永信 HAC】魚油DHA膠囊(90粒/瓶)', '$1140'
' 【永信 HAC】銀杏果錠180錠/瓶(卵磷脂+DHA+冬蟲夏草菌絲體)', '$1140'
' 【台灣海洋 Taiwan Yes】深海魚油軟膠囊120粒', '$299'
' 【孕哺兒】卵磷脂多機能營養顆粒(4g*24入)', '$680'
' 【恩能康見】幼兒成長DHA粉(2g/60包)x4盒(買3送1)', '$3600'
' 【恩能康見】幼兒成長DHA粉(2g/60包)', '$1200'
' 【BLACKMORES 澳佳寶】機伶小子濃縮魚油 (30粒/瓶)', '$595'
' 【BLACKMORES 澳佳寶】DHA精粹濃縮深海魚油 (60粒/瓶)', '$1101'
' 【Wyeth惠氏】S26 媽咪藻油DHA膠囊(60粒/瓶)', '$1780'
' 【寶齡富錦】Maca瑪卡威剛膠囊  66顆/盒', '$1500'
' 【Lovita 愛維他】胺基酸螯合鋅30mg(60錠/瓶)', '$499'
' 【ViMax威邁斯】瑪卡蟲草人蔘飲升級版(15ml*10瓶/盒)', '$1780'
' 【萊萃美】維生素B群加鋅(50+50粒)', '$610'
' 【順天本草】帝王液50ml/瓶', '$75'
' 【永信 HAC】 南瓜籽軟膠囊(100粒/瓶)', '$1235'
' 【永信 HAC】綜合維他命B群+鋅錠(90錠/盒)', '$570'
' 【綠寶】鋅綠藻片(專利高消化率處理)700錠/瓶', '$825'
' 【三多】男性B群鋅硒強化錠(60錠/盒)', '$215'
' 【三多】鋅錠(90粒/盒)', '$230'
' 【三多】男性B群鋅硒強化錠(100錠/盒)', '$349'
' 【KGCHECK凱綺萃】甦玲精萃 3.0(配方新升級)80顆/盒-青春 4合1 葡萄籽OPC、專利葉黃素、五味子、紅石榴、鈣等', '$1380'
' 【順天本草】薑黃悠干膠囊(30顆/盒)', '$680'
' 【永信 HAC】薑黃素膠囊90粒/瓶(純度95%薑黃抽出物全素可食)', '$1140'
' 【易宏牛樟】宴會靈(5包x10盒)  交際應酬好幫手!!', '$850'
' 【易宏牛樟】宴會靈(5包/盒)  交際應酬好幫手!!', '$99'
' 【白蘭氏】養蔘飲60ML*6入', '$329'
' 【白蘭氏】養蔘飲禮盒(60ML*8入)', '$499'
' 【永信 HAC】活力五味子錠組合-護肝認證(90+14錠/盒)', '$1015'
' 【常春藤】五味子薑黃錠-肝精加強配方80粒x2盒(贈 康萃生 複方維他命B群150錠/瓶)', '$3200'
' 【常春藤】新安諾斯膠囊PLUS 60粒/盒', '$1450'
' 【娘家】娘家蔓越莓聖潔莓益生菌30包/盒', '$1280'
' 【BLACKMORES 澳佳寶】兒童益生菌(20包/盒)', '$550'
' 【娘家】 益生菌（2g/包，60包/盒)', '$2200'
' 【恩能康見】幼兒乳酸菌粉(2gx60包/盒)', '$1200'
' 【娘家】明亮優適益生菌(2gx30包/盒)', '$1280'
' 【鹼性王】梅精飴(68g/包)X4包(買3送1)', '$360'
' 【永齡有機】好酵益 綜合蔬果酵飲600ml(諾麗果+紅球薑各一瓶)', '$3380'
' 【永齡有機】好酵益 諾麗果綜合蔬果發酵液600ml', '$1785'
' 【永齡有機】好酵益 紅球薑綜合蔬果酵飲600ml', '$1785'
' 【常春藤】新安諾斯膠囊PLUS 60粒x7盒(買6送1)', '$8700'
' 【悠活原力】YOYO敏立清益生菌-多多口味(60條/盒)', '$2000'
' 【景岳生技】保亦康口含錠30粒裝(國家健康食品認證-有助於減少牙菌斑內突變鏈球菌數量)', '$199'
' 【景岳生技】益菌纖膠囊150粒裝加贈30粒裝(國家健康食品雙認證-不易形成體脂肪&調節血脂功能)', '$3000'
' 【日本味王】暢快人生CX 14包/盒(國家健康食品認證，有助於不易形成體脂肪)', '$499'
' 【樂立纖】蔬暢錠(日本專利Fibersol-2 纖維加強版)120粒x3盒', '$2680'
' 【樂立纖】蔬暢錠(日本專利Fibersol-2 纖維加強版)120粒x2盒', '$1890'
' 【日本味王】暢快人生草莓精華版(30包／盒)', '$680'
' 【InSeed益喜氏】好欣情-PS128快樂益生菌 30包x3盒', '$3540'
' 美國原裝進口【營養生活】琉璃苣油軟膠囊60顆/瓶', '$685'
' 美國原裝進口【營養生活】新婦康膠囊90顆/瓶(大豆異黃酮+西洋牡荊+紅花苜蓿等)', '$699'
' 美國原裝進口【營養生活】新蜂王乳軟膠囊 60顆/瓶', '$790'
' 【永信 HAC】大豆美研錠120錠/瓶 (非基因改造大豆萃取出大豆異黃酮)', '$1020'
' 【永信 HAC】 琉璃苣月順膠囊(90粒/盒)', '$808'
' 【康萃生】琉璃苣油膠囊(90顆/瓶)', '$950'
' 【康萃生】月見草油膠囊(90顆/瓶)', '$499'
' 【常春藤】復她容胚芽大豆異黃酮錠(60顆/盒)', '$1200'
' 美國原裝進口【營養生活】複方南瓜籽油軟膠囊90顆/瓶(南瓜籽油+茄紅素+花粉)', '$990'
' 【白蘭氏】旭沛人蔘蜆精(60ml*6入)', '$369'
' 【桂格】人蔘蜆精68ml*6入', '$339'
' 【台糖】原味蜆精62ml*6瓶      ', '$300'
' 【永信 HAC】 南瓜籽軟膠囊(100粒/瓶)', '$1235'
' 【順天本草】紅景天氧沛膠囊(60顆/盒)', '$1360'
' 【綠川】黃金蜆錠(10錠/盒)', '$159'
' 【ViMax威邁斯】瑪卡蟲草人蔘飲升級版(15ml*10瓶/盒)', '$1780'
' 【正官庄】高麗蔘精EVERYTIME 10MLx10包/盒', '$450'
' 【正官庄】高麗蔘精EVERYTIME 10MLx30包/盒', '$1350'
' 【桂格】活靈芝滋補液禮盒60ml*8入', '$459'
' 【謙善草本】有機黑糖人蔘薑茶(20g x6包/盒)', '$110'
' 【謙善草本】有機紅妍蔘棗茶(12包/盒)', '$347'
' 【丹沛】高麗紅蔘紅寶飲50mlx10包/盒(韓國女神美麗活力秘密)', '$815'
' 【丹沛】高麗紅蔘藍寶飲50mlx10包/盒(韓國OL青春美麗的秘密)', '$850'
' 【丹沛】六年根 原支蔘蜜果1入(整株高麗人蔘浸漬蜂蜜而成)', '$399'
' 【順天本草】台灣樟芝膠囊60顆/瓶-滋補強身(素食可用)', '$2700'
' 【順天本草】黃耆養生茶(10包/盒)', '$250'
' 【永信 HAC】子實牛樟芝膠囊60粒/瓶(全素可用)', '$1900'
' 【竹善堂】養生茶 14包x10盒', '$1700'
' 【竹善堂】養生茶 14包x5盒', '$925'
' 【竹善堂】養生茶 (14包/盒)', '$200'
' 【易宏牛樟】宴會靈(5包x10盒)  交際應酬好幫手!!', '$850'
' 【易宏牛樟】宴會靈(5包/盒)  交際應酬好幫手!!', '$99'
' 【易宏牛樟】醇樟芝膠囊 (30粒/盒)', '$2068'
' 【易宏牛樟】牛樟芝膠囊 (20粒/盒)', '$650'
' 【享食尚】滴雞精45mlx10包/盒', '$1280'
' 【存元堂】滴雞精 6入(常溫)', '$1080'
' 【娘家】滴雞精(10包/盒)冷凍-廠商直送', '$1880'
' 【娘家】滴雞精(20包/盒)泠凍-廠商直送', '$3280'
' 【白蘭氏】四物雞精42g(6+2瓶/盒)', '$319'
' 【白蘭氏】兒童學進雞精42g(6+2瓶/盒)', '$279'
' 【白蘭氏】傳統雞精禮盒(12入/盒)', '$758'
' 【享食尚】滴雞精60mlx15包/盒', '$2480'
' 【亞大T8銀耳】桂圓蓮子全家福禮盒(24入/箱)-廠商直送', '$2160'
' 【亞大T8銀耳】人蔘紅棗全家福禮盒(24入/箱)-廠商直送', '$2400'
' 【亞大T8銀耳】美顏珍珠全家福禮盒(24入/箱)-廠商直送', '$2400'
' 【亞大T8銀耳】冰糖原味全家福禮盒(24入/箱)-廠商直送', '$1920'
' 【亞大T8銀耳】黃耆枸杞全家福禮盒(24入/箱)-廠商直送', '$2160'
' 【亞大T8銀耳】美顏珍珠6入禮盒-廠商直送', '$810'
' 【亞大T8銀耳】桂圓蓮子6入禮盒-廠商直送', '$780'
' 【亞大T8銀耳】人蔘紅棗6入禮盒-廠商直送', '$810'
' 【亞大T8銀耳】黃耆枸杞6入禮盒-廠商直送', '$780'
' 【亞大T8銀耳】冰糖原味6入禮盒-廠商直送', '$690'
' 【順天本草】冰糖燕窩禮盒6瓶/盒', '$1200'
' 【永信 HAC】美妍益生高纖奶昔 (150公克/包)', '$380'
' 【KGCHECK凱綺萃】外食油膩對策-專利甲殼素(20粒/盒)', '$499'
' 【Organika優格康】藤黃果膠囊(90顆/瓶)', '$880'
' 【白蘭氏】四物雞精42g(6+2瓶/盒)', '$319'
' 【順天本草】櫻桃四物飲(6瓶/盒)', '$330'
' 【順天本草】四物美妍茶(10包/盒)', '$250'
' 【桂格】天地合補膠原蛋白玫瑰四物飲120ml*6入', '$308'
' 【桂格】天地合補青木瓜玫瑰四物飲120ml*6入', '$309'
' 【桂格】天地合補含鐵玫瑰四物飲120ml*6入', '$299'
' 【桂格】天地合補玫瑰四物飲原味120ml*6入', '$285'
' 【順天本草】芙蓉生之化10入/盒(桑椹口味)-生理期期間飲用', '$390'
' 【純萃生技】南極冰鑽磷蝦油60顆▪挪威進口▪', '$3280'
' 【娘家】大紅麴（30粒/盒）', '$2580'
' 【純萃生技】南極冰鑽磷蝦油30顆▪挪威進口▪', '$2280'
' 【愛司盟】南極磷蝦油軟膠囊 60顆/瓶', '$1250'
' 【BLACKMORES 澳佳寶】濃縮深海魚油(90顆)', '$1795'
' 美國原裝進口【營養生活】清純錠60顆/瓶 (納豆、紅麴萃取物)', '$624'
' 美國原裝進口【營養生活】新精純魚油軟膠囊60顆/瓶', '$495'
' 【BLACKMORES 澳佳寶】三倍濃縮深海魚油膠囊 (60顆/瓶)', '$1680'
' 【萊萃美】高濃度魚油(100粒)', '$588'
' 【順天本草】紅麴優清膠囊(60顆/盒)', '$900'
' 【永信 HAC】魚油EPA軟膠囊(90粒/瓶)', '$1105'
' 【永信 HAC】魚油DHA膠囊(90粒/瓶)', '$1140'
' 【台灣海洋 Taiwan Yes】深海魚油軟膠囊120粒', '$299'
' 【永信 HAC】納麴Q10膠囊(90粒入)', '$1845'
' 【BLACKMORES 澳佳寶】機伶小子濃縮魚油 (30粒/瓶)', '$595'
' 【BLACKMORES 澳佳寶】DHA精粹濃縮深海魚油 (60粒/瓶)', '$1101'
' 【康萃生】天然魚油膠囊(90粒/瓶)', '$259'
' 【蜂沛】蜂沛暢120粒', '$1800'
' 【蜂沛】蜂沛眠120粒/瓶(含GABA &台灣綠蜂膠獨家PPLs專利保健配方)', '$1800'
' 【永信 HAC】綠蜂膠噴劑10ML(含專利PPLS成分 酒精無添加)/2盒', '$600'
' 【葡萄王】晶透雪亮飲3入/盒', '$179'
' 【Organika優格康】頂級蜂膠膠囊500mg(100顆/瓶)', '$980'
' 美國原裝進口【營養生活】蜂膠膠囊90顆/瓶', '$599'
' 美國原裝進口【營養生活】冬蟲夏草菌絲體舞菇膠囊60顆/瓶', '$690'
' 【順天本草】帝王液50ml/瓶', '$75'
' 【U HEN 湧泉】APIS VIDA 巴西 蜂膠噴劑-錦葵薄荷35ML', '$450'
' 【U HEN 湧泉】APIS VIDA 巴西 蜂膠噴劑-生薑35ML', '$450'
' 【U HEN 湧泉】APIS VIDA 巴西 蜂膠噴劑-石榴薄荷 35ML', '$450'
' 【永信 HAC】銀杏果錠180錠/瓶(卵磷脂+DHA+冬蟲夏草菌絲體)', '$1140'
' 【永信 HAC】純化綠茶素膠囊90粒/瓶(高純度90%以上兒茶素ECGC)', '$1235'
' 【長庚生技】冬蟲夏草菌絲體純液(6瓶/盒) 1盒', '$640'
' 【長庚生技】蜂膠(25ml/瓶)', '$465'
' 【長庚生技】冬蟲夏草膠囊 (60粒/瓶)', '$550'
' 【永信 HAC】綠蜂膠噴劑30ML(含專利PPLS成分 酒精無添加)', '$1280'
' 【FucoHiQ 褐抑定】藻寡醣加強配方粉末型禮盒(250包裝)', '$30000'
' 美國原裝進口【營養生活】麩醯胺酸粉150g/瓶', '$1440'
' 預購【亞培】創快復76GM*6包(盒)-重傷/急重症/治療急手術前後吸收不良病患使用(約5-7天到貨)', '$1399'
' 預購【亞培】基速得香橙口味24G*30包(盒)-手術治療前後/ 傷口與肌肉復原特殊營養支援(約5-7天到貨)', '$7250'
' 【亞培】基速得(香橙)24G*14包(袋)-手術治療前後/ 傷口與肌肉復原特殊營養支援', '$3600'
' 【FucoHiQ 褐抑定】藻衡糖平衡配方(90粒x4盒)', '$5400'
' 【FucoHiQ 褐抑定】藻寡醣加強配方禮盒(1000粒)', '$30000'
' 【FucoHiQ 褐抑定】藻衡糖平衡配方(90粒/盒)', '$1800'
' 【FucoHiQ 褐抑定】藻寡醣加強配方(60粒x13盒)', '$24000'
' 【FucoHiQ 褐抑定】藻寡醣加強配方(60粒/盒)', '$3000'
' 【Organika優格康】苦瓜+鉻素食膠囊(120顆 40天份/瓶)', '$1180'
' 【易珈生技】秋葵水(4G*30入/盒)  3盒組', '$2760'
' 【紅布朗】牛蒡茶(7gx12包/盒)', '$285'
' 【竹善堂】養生茶 14包x10盒', '$1700'
' 【竹善堂】養生茶 (14包/盒)', '$200'
' 【竹善堂】養生茶 14包x5盒', '$925'
' 【娘家】娘家蔓越莓聖潔莓益生菌30包/盒', '$1280'
' 【日本味王】 蔓越莓口含錠 (12粒/包)', '$49'
' 【日本味王】蔓越莓口含錠升級版 60粒/瓶', '$199'
' 【台灣海洋 Taiwan Yes】鎂日清 酵素益生菌(蔓越莓)30入', '$578'
' 【孕哺兒】清新蔓越莓(3g/24包)x7盒(買6盒送1盒)', '$5280'
' 【孕哺兒】清新蔓越莓(3g/24包)', '$880'
' 【永信 HAC】蔓越莓膠囊(90粒/盒)', '$1140'
' 【康萃生】蔓越莓濃縮膠囊(150顆/瓶)', '$699'
' 【BLACKMORES 澳佳寶】蔓越莓15000 (60粒/瓶)', '$895'
' 【常春藤】月悅錠-聖潔莓(西洋牡荊)萃取物50粒x7盒(買6送1)', '$3600'
' 【蜂沛】蜂沛暢120粒', '$1800'
' 【常春藤】新安諾斯膠囊PLUS 60粒/盒', '$1450'
' 【蜂沛】蜂沛眠120粒/瓶(含GABA &台灣綠蜂膠獨家PPLs專利保健配方)', '$1800'
' 【常春藤】輔關錠PLUS 60粒/盒(UC-Ⅱ專利非變性二型膠原蛋白)', '$1980'
""" 【常春藤】好孕氣DHA軟膠囊/藻油60粒/盒(美國專利life'S DHA+ARA）"", '$1100'"
' 【常春藤】好世界3.0膠囊60顆/瓶(含專利FloraGLO  葉黃素)', '$1800'
' 【常春藤】海藻孕婦鈣30錠/盒', '$300'
' 【常春藤】新安諾斯膠囊PLUS 60粒x7盒(買6送1)', '$8700'
' 【竹善堂】孅姿膠囊30顆/盒', '$499'
' 【常春藤】好世界3.0膠囊60顆/瓶(含專利FloraGLO 葉黃素)2入組', '$3600'
' 【竹善堂】孅姿茶(14包/盒)*10', '$1700'
' 【竹善堂】孅姿茶(14包/盒) *5', '$925'
' 【竹善堂】孅姿茶(14包/盒)', '$200'
' 【竹善堂】養生茶 14包x5盒', '$925'
' 【竹善堂】養生茶 (14包/盒)', '$200'
' 【竹善堂】養生茶 14包x10盒', '$1700'
' 【常春藤】月悅錠-聖潔莓(西洋牡荊)萃取物(50粒/盒)', '$600'
' 【常春藤】月悅錠-聖潔莓(西洋牡荊)萃取物50粒x7盒(買6送1)', '$3600'
' 【常春藤】輔關錠PLUS 60粒x7盒(買6送1)   UC-Ⅱ專利非變性二型膠原蛋白', '$11880'
' 【恩能康見】幼兒乳酸菌粉(2gx60包/盒)', '$1200'
' 【恩能康見】幼兒葉黃素粉2gx60包/盒(美國原廠FloraGLO 葉黃素)', '$3600'
' 【恩能康見】幼兒葉黃素粉2gx60包/盒(美國原廠FloraGLO 葉黃素)', '$1200'
' 【恩能康見】幼兒海藻鈣錠120錠x4瓶(買3送1)', '$3600'
' 【恩能康見】幼兒乳酸菌粉2gx60包x4盒', '$3600'
